customer_id,name,email,phone,gender,city,state,country,registration_date,customer_segment,tenure_days
C0052,Adah Shah,lavanya40@example.org,919904902787,Male,Aurangabad,Maharashtra,India,2022-05-04,Regular,607
C0053,Jivin Master,fravi@example.org,5655125674,Male,Aurangabad,Maharashtra,India,2021-03-24,Premium,1013
C0054,Tara Maharaj,karandhruv@example.com,5168087603,Male,Bhopal,Madhya Pradesh,India,2022-11-23,Premium,404
C0055,Misha Shukla,crattan@example.org,914824771093,Female,Belagavi,Karnataka,India,2021-09-10,Regular,843
C0056,Sahil Majumdar,majumdaryuvraj@example.org,911712748467,Male,Bhopal,Madhya Pradesh,India,2022-03-06,Regular,666
C0057,Nirvaan Kari,veerchandran@example.net,2146584044,Female,Kanpur,Uttar Pradesh,India,2022-11-17,Regular,410
C0058,Indrajit Kapoor,vgera@example.net,6753396360,Male,Varanasi,Uttar Pradesh,India,2021-05-15,Regular,961
C0059,Shanaya Khalsa,qhans@example.net,917028951718,Female,Vadodara,Gujarat,India,2021-03-16,New,1021
C0060,Abram Sen,yuvraj-virk@example.net,911745961586,Male,Belagavi,Karnataka,India,2021-08-07,Regular,877
C0061,Mishti Sekhon,iviswanathan@example.org,1343161172,Male,Kolkata,West Bengal,India,2021-09-08,New,845
C0062,Aniruddh Bajaj,yashvi04@example.com,6238692221,Male,Gandhinagar,Gujarat,India,2022-12-22,New,375
C0063,Miraya Sanghvi,charvimanne@example.org,917474074821,Male,Nizamabad,Telangana,India,2022-11-11,New,416
C0064,Shray Raj,navya64@example.com,3671369594,Male,Lucknow,Uttar Pradesh,India,2021-04-20,Regular,986
C0065,Akarsh Thakkar,adevan@example.net,974395339,Male,Agra,Uttar Pradesh,India,2022-09-12,New,476
C0066,Parinaaz Shroff,mishtibava@example.net,470952145,Female,Rohini,Delhi,India,2022-06-02,Regular,578
C0067,Jayant Chaudhry,vedikamadan@example.com,8424745171,Male,Hubballi,Karnataka,India,2021-10-11,New,812
C0068,Tanya Chowdhury,zvaidya@example.net,1604817549,Female,Madurai,Tamil Nadu,India,2021-06-15,Regular,930
C0069,Navya Grewal,sandalmehul@example.com,919859317461,Female,Hyderabad,Telangana,India,2021-04-25,New,981
C0070,Azad Bahl,bhamini11@example.org,2675869261,Male,Hyderabad,Telangana,India,2022-01-14,Regular,717
C0071,Mannat Jani,arhaan53@example.com,3515850643,Male,Jodhpur,Rajasthan,India,2021-02-12,New,1053
C0072,Amani Bath,nayantarareddy@example.net,910532931839,Male,Howrah,West Bengal,India,2022-11-30,New,397
C0073,Mehul Gala,vedikayohannan@example.net,914228421020,Male,Siliguri,West Bengal,India,2022-02-21,Premium,679
C0074,Vritika Subramaniam,khushiedwin@example.org,914026811775,Male,Dwarka,Delhi,India,2021-07-01,Premium,914
C0075,Alisha Krishnamurthy,mannatbains@example.net,8470076617,Male,Madurai,Tamil Nadu,India,2022-02-26,Premium,674
C0076,Devansh Yogi,dyalmahika@example.org,912499856984,Male,Kanpur,Uttar Pradesh,India,2022-12-20,New,377
C0077,Dishani Ramakrishnan,ybawa@example.net,918367365766,Male,Surat,Gujarat,India,2021-07-24,Premium,891
C0078,Saksham Kala,nitya45@example.org,7111161528,Female,Durgapur,West Bengal,India,2021-08-22,New,862
C0079,Khushi Mand,oorja16@example.com,6049451983,Male,Udaipur,Rajasthan,India,2021-10-13,Premium,810
C0080,Nirvi Khosla,emirgill@example.net,1493689980,Female,Siliguri,West Bengal,India,2022-02-14,Regular,686
C0081,Aniruddh Chana,rati45@example.com,912296120183,Female,Mumbai,Maharashtra,India,2021-09-25,New,828
C0082,Aaina Karan,indranil54@example.net,9910229014,Female,Mumbai,Maharashtra,India,2022-09-03,Regular,485
C0083,Nitara Kala,craman@example.com,3815614978,Female,Ajmer,Rajasthan,India,2022-06-08,New,572
C0084,Azad Choudhary,dram@example.org,914324451076,Male,Lucknow,Uttar Pradesh,India,2022-12-27,Regular,370
C0085,Hansh Gupta,daminimammen@example.net,1606071596,Male,Asansol,West Bengal,India,2021-03-13,Premium,1024
C0086,Rhea Reddy,hdhillon@example.com,915297516136,Female,Gwalior,Madhya Pradesh,India,2022-11-11,Premium,416
C0087,Eshani Baral,tvirk@example.net,3521818835,Female,Nizamabad,Telangana,India,2022-11-14,Regular,413
C0088,Samiha Tank,miraanbehl@example.org,3292127799,Female,Noida,Uttar Pradesh,India,2021-05-11,New,965
C0089,Pihu Wadhwa,mishti52@example.com,917744905814,Female,Tiruchirappalli,Tamil Nadu,India,2022-08-06,New,513
C0090,Alisha Bahl,gourreyansh@example.org,1998679807,Male,Agra,Uttar Pradesh,India,2021-08-04,Regular,880
C0091,Samarth Ramakrishnan,jkrishna@example.org,1518203778,Female,Rajkot,Gujarat,India,2022-03-29,Regular,643
C0092,Tejas Grewal,vidur65@example.net,515186449,Female,Chennai,Tamil Nadu,India,2021-10-18,Regular,805
C0093,Shamik Baria,stuvandubey@example.net,6291486528,Female,Mysuru,Karnataka,India,2022-11-20,New,407
C0094,Neelofar Sampath,xkumar@example.org,4235733221,Male,Chennai,Tamil Nadu,India,2021-02-17,New,1048
C0095,Vedika Bedi,sahotashayak@example.net,919622292706,Female,Bhopal,Madhya Pradesh,India,2022-04-12,Regular,629
C0096,Parinaaz Sem,ahana-ramaswamy@example.com,7383473597,Male,Kota,Rajasthan,India,2022-02-14,New,686
C0097,Tiya Dhaliwal,hkrishnamurthy@example.com,913924075818,Male,Hubballi,Karnataka,India,2021-08-13,New,871
C0098,Raunak Barman,purabkar@example.net,916137506068,Female,Aurangabad,Maharashtra,India,2021-09-13,Premium,840
C0099,Miraan Hans,grovermamooty@example.org,1522047277,Male,Surat,Gujarat,India,2022-04-21,Regular,620
C0100,Dhanush Andra,madhav28@example.net,8614341036,Female,Gandhinagar,Gujarat,India,2022-06-01,Regular,579
C0101,Chirag Bhakta,iraju@example.org,8932460953,Female,Salem,Tamil Nadu,India,2022-04-06,New,635
C0102,Kabir Salvi,lalataran@example.org,8888067065,Male,Noida,Uttar Pradesh,India,2022-05-12,Regular,599
C0103,Siya Anand,vedika15@example.org,1952058527,Female,Ahmedabad,Gujarat,India,2023-01-01,New,365
C0104,Mohanlal Chand,chiragsehgal@example.com,914303054868,Female,Durgapur,West Bengal,India,2022-07-08,New,542
C0105,Ojas Badami,reyanshgokhale@example.org,5415667652,Male,Janakpuri,Delhi,India,2022-12-12,New,385
C0106,Rania Kothari,yasmin84@example.org,6169284511,Male,Hubballi,Karnataka,India,2022-02-22,New,678
C0107,Nitara Divan,alia96@example.org,7570596401,Female,Jaipur,Rajasthan,India,2021-07-31,Premium,884
C0108,Tejas Kunda,aniruddhbora@example.net,7021355690,Female,Bhopal,Madhya Pradesh,India,2022-08-13,New,506
C0109,Parinaaz Kar,umang71@example.net,918565431027,Male,Durgapur,West Bengal,India,2022-02-04,Premium,696
C0110,Jhanvi Bhargava,urvi47@example.org,4731217271,Female,Khammam,Telangana,India,2022-09-10,Premium,478
C0111,Nitya Ghose,maharajhrishita@example.com,2258313237,Female,Rohini,Delhi,India,2022-03-23,Regular,649
C0112,Taran Malhotra,anahita82@example.net,911467866912,Female,Asansol,West Bengal,India,2021-06-19,Premium,926
C0113,Nayantara Bansal,rkaul@example.net,2892268018,Male,Ujjain,Madhya Pradesh,India,2021-01-28,Premium,1068
C0114,Romil Butala,samarthsavant@example.org,8414384249,Male,Hubballi,Karnataka,India,2021-05-19,Premium,957
C0115,Damini Rege,kiaramannan@example.org,919959001094,Male,Nagpur,Maharashtra,India,2022-01-24,New,707
C0116,Tiya Mangal,oranganathan@example.org,8447364710,Female,Durgapur,West Bengal,India,2022-01-24,New,707
C0117,Advika Johal,nkata@example.com,2555625881,Female,Lucknow,Uttar Pradesh,India,2022-04-27,New,614
C0118,Nakul Kaul,deolalisha@example.org,911046963259,Male,Howrah,West Bengal,India,2022-10-28,New,430
C0119,Kanav Singh,charvikurian@example.com,4701687339,Male,Pune,Maharashtra,India,2021-07-24,Premium,891
C0120,Badal Bakshi,bhamini97@example.com,162456506,Male,Dwarka,Delhi,India,2022-04-30,Regular,611
C0121,Jiya Mand,taranmalhotra@example.com,916878499121,Male,Vadodara,Gujarat,India,2022-01-13,New,718
C0122,Umang Sundaram,ivana52@example.org,8680002578,Male,Madurai,Tamil Nadu,India,2021-04-21,Regular,985
C0123,Indrajit Raman,shaanramesh@example.com,916949588879,Female,Jabalpur,Madhya Pradesh,India,2022-02-11,Premium,689
C0124,Anika Tandon,gourshalv@example.net,916940974993,Male,Belagavi,Karnataka,India,2022-12-09,Premium,388
C0125,Keya Khatri,eshanirau@example.net,6230913075,Male,Mangaluru,Karnataka,India,2022-12-02,Regular,395
C0126,Indrajit Jhaveri,zainkrishna@example.net,283857865,Male,Bhopal,Madhya Pradesh,India,2021-12-22,Regular,740
C0127,Amira Lata,inaaya-54@example.net,3348434437,Female,Belagavi,Karnataka,India,2022-10-26,New,432
C0128,Anvi Ghosh,reyansh19@example.net,6652404157,Female,Ahmedabad,Gujarat,India,2022-03-20,Premium,652
C0129,Siya Khatri,krishthaker@example.net,8421993308,Female,Salem,Tamil Nadu,India,2021-06-30,Regular,915
C0130,Navya Dada,bedizain@example.com,7120826773,Female,Ujjain,Madhya Pradesh,India,2022-05-11,Regular,600
C0131,Samarth Dhar,sodhidhruv@example.net,3802620672,Female,Howrah,West Bengal,India,2021-03-30,New,1007
C0132,Armaan Agrawal,jiya91@example.com,7887287431,Female,Janakpuri,Delhi,India,2022-08-07,Regular,512
C0133,Ishaan Setty,qsabharwal@example.net,910549329668,Female,Kolkata,West Bengal,India,2022-05-22,Premium,589
C0134,Dhruv Iyer,chandahiran@example.com,3046374549,Male,Surat,Gujarat,India,2021-12-30,Regular,732
C0135,Pranay Sachdeva,rania30@example.net,917426841459,Female,Noida,Uttar Pradesh,India,2022-12-20,Premium,377
C0136,Madhup Bhavsar,dbose@example.net,5687833918,Male,Warangal,Telangana,India,2021-03-29,New,1008
C0137,Eva Sarraf,dhanuk91@example.org,8398225871,Female,Gandhinagar,Gujarat,India,2021-09-04,Regular,849
C0138,Saanvi Manne,gbath@example.com,917286790874,Female,Ahmedabad,Gujarat,India,2021-04-06,New,1000
C0139,Vivaan Datta,sharmamadhav@example.net,910651801704,Female,Rohini,Delhi,India,2022-11-11,Regular,416
C0140,Jivin Sodhi,tiyarege@example.net,6567661825,Female,Khammam,Telangana,India,2021-12-19,Regular,743
C0141,Jayesh Luthra,ilalla@example.net,910047868633,Female,Asansol,West Bengal,India,2021-10-05,New,818
C0142,Shray Brahmbhatt,kanav10@example.net,9033119079,Male,Mysuru,Karnataka,India,2021-11-20,New,772
C0143,Nirvaan Shanker,iyeradvika@example.org,3028439599,Male,Dwarka,Delhi,India,2022-05-11,New,600
C0144,Miraan Dora,nitaralad@example.org,4408926870,Female,Mysuru,Karnataka,India,2021-10-31,New,792
C0145,Nayantara Sampath,hsrivastava@example.com,6624628733,Male,Lucknow,Uttar Pradesh,India,2022-12-27,Regular,370
C0146,Rhea Bora,jbalakrishnan@example.com,8826343517,Female,Mumbai,Maharashtra,India,2022-07-21,New,529
C0147,Divij Loyal,baijudesai@example.com,9901398373,Male,Ahmedabad,Gujarat,India,2021-01-13,Regular,1083
C0148,Romil Amble,kanavshanker@example.org,7393638546,Female,Rajkot,Gujarat,India,2021-12-15,New,747
C0149,Hazel Sachar,ryan45@example.net,7175355609,Male,Varanasi,Uttar Pradesh,India,2021-04-27,Premium,979
C0150,Seher Bora,deishita@example.net,6423536937,Female,Ahmedabad,Gujarat,India,2022-08-14,Regular,505
C0151,Onkar Singh,psengupta@example.net,7252287280,Male,Coimbatore,Tamil Nadu,India,2022-07-31,Premium,519
C0152,Dhanuk Taneja,singhalaarush@example.com,913120387509,Male,New Delhi,Delhi,India,2022-07-26,Regular,524
C0153,Nirvi Kohli,aggarwalhazel@example.net,84840862,Male,Karimnagar,Telangana,India,2022-04-07,Premium,634
C0154,Divit Lala,nakulchar@example.net,4546156793,Female,Jabalpur,Madhya Pradesh,India,2021-11-09,Regular,783
C0155,Rohan Sani,sachdevanehmat@example.org,916668700217,Male,Bhopal,Madhya Pradesh,India,2021-08-01,Regular,883
C0156,Neelofar Srinivasan,jivika18@example.org,913974014890,Female,Mysuru,Karnataka,India,2021-09-03,New,850
C0157,Saksham Anand,khushibora@example.net,1429396856,Male,Chennai,Tamil Nadu,India,2022-02-23,Regular,677
C0158,Vritika Sankaran,krishnashanaya@example.com,911631599965,Female,Lucknow,Uttar Pradesh,India,2021-08-26,New,858
C0159,Myra Deshpande,okorpal@example.com,6629619431,Female,Ahmedabad,Gujarat,India,2022-12-05,New,392
C0160,Priyansh Bose,ysawhney@example.net,916551104754,Female,Indore,Madhya Pradesh,India,2022-03-12,New,660
C0161,Hansh Bassi,adahkapur@example.net,8610158199,Male,Madurai,Tamil Nadu,India,2021-05-26,New,950
C0162,Veer Ahuja,zain61@example.net,3982622444,Male,Noida,Uttar Pradesh,India,2022-08-06,Premium,513
C0163,Hunar Balay,adiradevi@example.com,7154379937,Female,Hubballi,Karnataka,India,2022-12-07,New,390
C0164,Himmat Doshi,horashamik@example.net,5756924593,Female,Noida,Uttar Pradesh,India,2022-07-07,Regular,543
C0165,Saksham Chakrabarti,sdutta@example.net,7935646519,Male,Bhopal,Madhya Pradesh,India,2022-03-19,Regular,653
C0166,Kiara Mahajan,pihusodhi@example.net,917374167243,Female,Mumbai,Maharashtra,India,2021-08-23,Premium,861
C0167,Nirvi Bose,ysubramanian@example.org,9796886805,Male,Noida,Uttar Pradesh,India,2021-02-11,Regular,1054
C0168,Emir Sodhi,nirvisalvi@example.com,919096561014,Male,Gandhinagar,Gujarat,India,2022-10-30,Regular,428
C0169,Diya Shenoy,aliagrover@example.com,9825071461,Female,Tiruchirappalli,Tamil Nadu,India,2022-03-23,Regular,649
C0170,Samiha Bobal,sahil57@example.org,7571775140,Female,Hubballi,Karnataka,India,2021-12-23,Regular,739
C0171,Akarsh Vala,neelofar12@example.net,918282586736,Female,Mysuru,Karnataka,India,2021-12-04,Regular,758
C0172,Kabir Reddy,bhora@example.net,3796603341,Female,Varanasi,Uttar Pradesh,India,2022-07-18,New,532
C0173,Yasmin Viswanathan,tejasgaba@example.org,1478596969,Male,Durgapur,West Bengal,India,2021-11-28,New,764
C0174,Stuvan Goda,lranganathan@example.net,4991251341,Female,Hyderabad,Telangana,India,2022-11-05,Premium,422
C0175,Umang Saran,diyahari@example.com,2966278282,Female,Jaipur,Rajasthan,India,2021-07-12,Regular,903
C0176,Reyansh Boase,sakshamupadhyay@example.com,507236887,Female,Ahmedabad,Gujarat,India,2021-07-28,New,887
C0177,Piya Korpal,csavant@example.com,911903404384,Male,Varanasi,Uttar Pradesh,India,2022-12-17,Regular,380
C0178,Vanya Karnik,gmaharaj@example.org,1485807836,Male,Indore,Madhya Pradesh,India,2022-12-28,New,369
C0179,Sara Thakkar,rohanvohra@example.org,4517133959,Male,Karimnagar,Telangana,India,2021-04-06,New,1000
C0180,Ivan Randhawa,vardaniyachauhan@example.org,919584982544,Male,Ahmedabad,Gujarat,India,2022-10-26,Premium,432
C0181,Drishya Yogi,birsuhana@example.com,914223253672,Female,Noida,Uttar Pradesh,India,2022-12-24,New,373
C0182,Mishti Johal,ekara@example.net,916845775901,Female,Surat,Gujarat,India,2022-04-13,Regular,628
C0183,Myra Salvi,chirag86@example.org,3745458929,Female,Saket,Delhi,India,2022-06-05,Regular,575
C0184,Vedika Garg,bajajdivyansh@example.net,127706324,Male,Mangaluru,Karnataka,India,2022-03-01,New,671
C0185,Raghav Batra,ojas15@example.net,2064361103,Female,Nagpur,Maharashtra,India,2021-11-02,Premium,790
C0186,Dhanuk Bhatti,elasangha@example.com,910516271361,Female,Salem,Tamil Nadu,India,2022-07-06,Regular,544
C0187,Ehsaan Dugar,rohan26@example.org,2189092753,Female,Khammam,Telangana,India,2022-01-22,Regular,709
C0188,Zain Randhawa,nvasa@example.org,912196565234,Female,Dwarka,Delhi,India,2022-08-09,New,510
C0189,Nishith Malhotra,vanya04@example.org,9836403761,Female,Nagpur,Maharashtra,India,2022-04-30,Regular,611
C0190,Charvi Ray,lallaabram@example.com,2696582710,Female,Jodhpur,Rajasthan,India,2022-05-23,Premium,588
C0191,Abram Deep,arnavbalan@example.com,4866618892,Male,Khammam,Telangana,India,2021-12-06,Premium,756
C0192,Dharmajan Dubey,kumerlagan@example.org,5691463031,Female,Belagavi,Karnataka,India,2022-04-13,New,628
C0193,Farhan Karan,dubeynitya@example.net,2102027588,Male,Jodhpur,Rajasthan,India,2021-03-18,Regular,1019
C0194,Ivan Grewal,siyasridhar@example.com,1056481491,Female,Siliguri,West Bengal,India,2022-12-11,New,386
C0195,Amani Kumer,bhavin79@example.org,2419138000,Male,Siliguri,West Bengal,India,2022-01-25,Premium,706
C0196,Azad Keer,veer22@example.org,6353654195,Female,Hyderabad,Telangana,India,2022-09-25,New,463
C0197,Damini Samra,chakrabortymamooty@example.net,916174451870,Female,New Delhi,Delhi,India,2022-03-21,Premium,651
C0198,Krish Dhingra,seher93@example.com,9738320603,Male,Surat,Gujarat,India,2022-12-12,New,385
C0199,Myra Tripathi,ganeshaarav@example.net,4138367024,Male,Nagpur,Maharashtra,India,2021-02-27,New,1038
C0200,Azad D’Alia,xsarma@example.com,1918261990,Female,Jodhpur,Rajasthan,India,2021-09-08,Regular,845
C0201,Nitara Bhattacharyya,riaande@example.com,5574313291,Male,Coimbatore,Tamil Nadu,India,2021-03-22,Regular,1015
C0202,Emir Butala,ukaul@example.com,918537474112,Female,Indore,Madhya Pradesh,India,2022-05-25,Premium,586
C0203,Renee Sarin,chokshishaan@example.org,913568044206,Male,Janakpuri,Delhi,India,2022-10-16,New,442
C0204,Ivana Shere,divitkashyap@example.org,911003236519,Female,Nashik,Maharashtra,India,2021-10-22,Regular,801
C0205,Dhanuk Apte,chaudharyneelofar@example.com,911510702966,Male,Hubballi,Karnataka,India,2021-12-20,Premium,742
C0206,Aniruddh Halder,wchadha@example.org,914472099934,Female,Udaipur,Rajasthan,India,2022-04-13,Premium,628
C0207,Zain Wadhwa,fbalasubramanian@example.com,2638380657,Male,Kota,Rajasthan,India,2021-04-20,New,986
C0208,Shray Mandal,vidur42@example.org,9304078593,Female,Gwalior,Madhya Pradesh,India,2022-12-18,New,379
C0209,Divyansh Dasgupta,priyanshloke@example.net,913965223955,Female,Lucknow,Uttar Pradesh,India,2022-08-03,Premium,516
C0210,Renee Sarma,jiya92@example.net,917842701039,Male,Jabalpur,Madhya Pradesh,India,2021-10-21,Regular,802
C0211,Akarsh Lall,vacharya@example.net,912525002921,Male,Gwalior,Madhya Pradesh,India,2021-08-13,Regular,871
C0212,Devansh Grover,graj@example.com,5226752895,Female,Chennai,Tamil Nadu,India,2022-10-05,Regular,453
C0213,Nitya Raja,uthkarshdube@example.net,4220969029,Female,Ahmedabad,Gujarat,India,2022-08-17,New,502
C0214,Zoya Ramesh,navyamandal@example.org,2513552157,Male,Mangaluru,Karnataka,India,2021-12-01,Regular,761
C0215,Prerak Cheema,raniabandi@example.com,1006762676,Male,Dwarka,Delhi,India,2022-07-07,Premium,543
C0216,Inaaya  Guha,thakkaranvi@example.net,3271040541,Female,Khammam,Telangana,India,2021-10-07,Premium,816
C0217,Shlok Chada,ubuch@example.org,1599706296,Female,Vadodara,Gujarat,India,2021-12-13,Premium,749
C0218,Baiju Bedi,lagan36@example.net,8444310698,Female,Mysuru,Karnataka,India,2021-08-20,Premium,864
C0219,Indrans Bala,aarav61@example.com,9731032417,Female,Nizamabad,Telangana,India,2021-04-03,Regular,1003
C0220,Ryan Srinivasan,fkeer@example.net,1862565270,Male,Noida,Uttar Pradesh,India,2021-05-07,Regular,969
C0221,Advika Kaul,mamooty49@example.org,911158693806,Female,Jabalpur,Madhya Pradesh,India,2022-10-16,Premium,442
C0222,Heer Sankar,pmangat@example.com,1608989921,Male,Janakpuri,Delhi,India,2021-01-26,Regular,1070
C0223,Jayant Chacko,zarachar@example.org,916163294511,Female,Indore,Madhya Pradesh,India,2022-10-26,New,432
C0224,Ivana Issac,raghav87@example.org,9986162299,Female,Varanasi,Uttar Pradesh,India,2021-04-30,New,976
C0225,Emir Manda,srivastavareyansh@example.net,6467997024,Male,Varanasi,Uttar Pradesh,India,2021-04-29,New,977
C0226,Hridaan Ranganathan,zbahl@example.com,3074505444,Male,Kota,Rajasthan,India,2022-01-15,Regular,716
C0227,Rasha Sani,vigmanikya@example.org,7546913736,Female,Indore,Madhya Pradesh,India,2022-03-01,Regular,671
C0228,Tara Kuruvilla,bhavin82@example.org,8628902330,Female,Jabalpur,Madhya Pradesh,India,2021-10-14,New,809
C0229,Arhaan Kari,golerenee@example.org,5786103579,Female,Janakpuri,Delhi,India,2022-04-01,Premium,640
C0230,Jayesh Virk,jraj@example.com,2414060293,Female,Mangaluru,Karnataka,India,2022-07-12,Premium,538
C0231,Neelofar Chowdhury,priyanshsachdev@example.com,72290349,Female,Nashik,Maharashtra,India,2021-10-10,New,813
C0232,Riya Savant,aarna65@example.com,3748969108,Male,Ahmedabad,Gujarat,India,2022-11-10,New,417
C0233,Jhanvi Sabharwal,rohan17@example.org,4544432830,Male,Nagpur,Maharashtra,India,2021-09-07,Premium,846
C0234,Nitara Dutta,sairaarya@example.net,4466609935,Male,Belagavi,Karnataka,India,2021-08-01,Regular,883
C0235,Piya Loke,wsampath@example.net,2824172482,Male,Howrah,West Bengal,India,2022-09-03,New,485
C0236,Neysa Basu,sumerchoudhury@example.net,6554947170,Male,Tiruchirappalli,Tamil Nadu,India,2021-09-14,Regular,839
C0237,Anaya Walia,daminibhasin@example.net,8460223569,Male,Pune,Maharashtra,India,2021-01-16,New,1080
